,localizacao,title,url,valor
520,Belo Horizonte -  MG,iPhone 6S 16G,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-6s-16g-804050426,R$ 900
521,Governador Valadares -  MG,IPhone 7 Plus sem detalhes,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/celulares/iphone-7-plus-sem-detalhes-804050422,R$ 1.750
522,Rio de Janeiro -  RJ,Volante G27 em perfeito estado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/computadores-e-acessorios/volante-g27-em-perfeito-estado-804050382,R$ 1.200
523,São José do Rio Preto -  SP,Iphone 7 128gb,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/celulares/iphone-7-128gb-804050372,R$ 1.200
524,Parauapebas -  PA,Vendo IPhone 5s ,https://pa.olx.com.br/regiao-de-maraba/celulares/vendo-iphone-5s-804050321,R$ 450
525,Itapetininga -  SP,iPhone 7,https://sp.olx.com.br/regiao-de-sorocaba/celulares/iphone-7-804050309,R$ 2.300
526,Fortaleza -  CE,Bvlgari automático turbilhão Novo contato na descrição,https://ce.olx.com.br/fortaleza-e-regiao/bijouteria-relogios-e-acessorios/bvlgari-automatico-turbilhao-novo-contato-na-descricao-804050266,R$ 400
527,Campina Grande -  PB, Vendo por 2.100,https://pb.olx.com.br/paraiba/celulares/vendo-por-2-100-804050042,R$ 2.100
528,Anápolis -  GO,IPhone 6 Plus 16g,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-6-plus-16g-804050052,R$ 950
529,São Paulo -  SP,iPhone 8 so pra dançar peças ( trincado só na película fora isso sem nenhum detalhes) ,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-so-pra-dancar-pecas-trincado-so-na-pelicula-fora-isso-sem-nenhum-detalhes-804050070,R$ 600
530,Limeira -  SP,IPhone 7,https://sp.olx.com.br/grande-campinas/celulares/iphone-7-804050105,R$ 600
531,Juiz de Fora -  MG,iPhone 6s 1000$ ,https://mg.olx.com.br/regiao-de-juiz-de-fora/celulares/iphone-6s-1000-804050119,R$ 1.000
532,São Félix do Coribe -  BA,Fone JBL ,https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/audio-tv-video-e-fotografia/fone-jbl-804050126,R$ 187
533,Vitória -  ES,IPhone 5s,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-5s-804050133,R$ 300
534,Peruíbe -  SP,"IPHONE 8 plus , TROCO POR APARELHO DO MESMO NÍVEL .",https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-8-plus-troco-por-aparelho-do-mesmo-nivel-804050135,R$ 2.350
535,Brasília -  DF,Iphone 6s 16gb,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-6s-16gb-804050148,R$ 800
536,São Paulo -  SP,iPhone,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-804050196,R$ 1.300
537,São Paulo -  SP,iPhone 8,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-804050208,R$ 2.000
538,Linhares -  ES,Vendo este lindo iphone 6s ,https://es.olx.com.br/norte-do-espirito-santo/celulares/vendo-este-lindo-iphone-6s-804050216,R$ 1.100
539,São Paulo -  SP,iPhone 7 128gb,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-128gb-804050243,R$ 1.300
540,Vitória -  ES,iPhone SE completo NF,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-se-completo-nf-804049714,R$ 850
541,Arraial do Cabo -  RJ,IPhone 8 64gb,https://rj.olx.com.br/norte-do-estado-do-rio/celulares/iphone-8-64gb-804049722,R$ 2.250
542,Campinas -  SP,IPhone 6s,https://sp.olx.com.br/grande-campinas/celulares/iphone-6s-804049734,R$ 600
543,São Luís -  MA,"Troco em um iPhone 6., J4 Core em ótimas condições mesmo!!,",https://ma.olx.com.br/regiao-de-sao-luis/celulares/troco-em-um-iphone-6-j4-core-em-otimas-condicoes-mesmo-804049735,R$ 500
544,São Luís -  MA,Vendo iphone 8 64gb,https://ma.olx.com.br/regiao-de-sao-luis/celulares/vendo-iphone-8-64gb-804049764,R$ 1.099
545,Curitiba -  PR,IPhone X com avarias,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-x-com-avarias-804049765,R$ 2.500
546,Vila Velha -  ES,Vendo ou Troco iPhone 6s Plus 64gb,https://es.olx.com.br/norte-do-espirito-santo/celulares/vendo-ou-troco-iphone-6s-plus-64gb-804049771,R$ 1.000
547,Serra -  ES,Vendo ou troco,https://es.olx.com.br/norte-do-espirito-santo/celulares/vendo-ou-troco-804049773,R$ 1.200
548,Belo Horizonte -  MG,Iphone 7 128gb,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-7-128gb-804049787,R$ 1.600
549,Brasília -  DF,iPhone 7 Plus Black 32gb,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-plus-black-32gb-804049806,R$ 2.000
550,São Paulo -  SP,Iphone 11 pro max 256GB,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-11-pro-max-256gb-804049825,R$ 4.000
551,Curitiba -  PR,iPhone 5s com defeito na placa !,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-5s-com-defeito-na-placa-804049828,R$ 200
552,Ananindeua -  PA,IPhone X ,https://pa.olx.com.br/regiao-de-belem/celulares/iphone-x-804049836,R$ 2.500
553,João Pessoa -  PB,IPHONE 5s ,https://pb.olx.com.br/paraiba/celulares/iphone-5s-804049855,R$ 350
554,Rio de Janeiro -  RJ,"Iphone 8 , 256GB",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-256gb-804049860,R$ 2.200
555,Feira de Santana -  BA,Vendo IPhone ,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/vendo-iphone-804049870,R$ 1.400
556,João Pessoa -  PB,IPhone 5s,https://pb.olx.com.br/paraiba/celulares/iphone-5s-804049892,R$ 350
557,Rio de Janeiro -  RJ,iPhone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-804049907,R$ 1.600
558,Teresina -  PI,Ultimas unidades Smartwatch B57 Relógio Inteligente Fitness Smart Hero Band,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/bijouteria-relogios-e-acessorios/ultimas-unidades-smartwatch-b57-relogio-inteligente-fitness-smart-hero-band-804049930,R$ 159
559,Ananindeua -  PA,"Iphone 6, 16GB ",https://pa.olx.com.br/regiao-de-belem/celulares/iphone-6-16gb-804049939,R$ 800
560,Goiânia -  GO,IPhone 6 64gb,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-6-64gb-804049956,R$ 650
561,Rio de Janeiro -  RJ,Lg k51s completo perfeito estado ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k51s-completo-perfeito-estado-804049957,R$ 1.000
562,Aracaju -  SE,IPhone 6 64 gigas,https://se.olx.com.br/sergipe/celulares/iphone-6-64-gigas-804049975,R$ 830
563,São Paulo -  SP,IPhone 6,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-804049990,R$ 930
564,Goiânia -  GO,"Celulares Xiaomi Atacado e Varejo , Apple e acessórios",https://go.olx.com.br/grande-goiania-e-anapolis/celulares/celulares-xiaomi-atacado-e-varejo-apple-e-acessorios-789483900,R$ 5
565,São Paulo -  SP,Iphone XR vermelho 128GB seminovo,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-xr-vermelho-128gb-seminovo-804049704,R$ 2.000
566,Nova Lima -  MG,IPhone XR 64g Garantia Aplle 07/2021 3100$,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-xr-64g-garantia-aplle-07-2021-3100-804049142,R$ 3.100
567,Belo Horizonte -  MG,LIMPEZA DE SOFA E ESTOFADOS,https://mg.olx.com.br/belo-horizonte-e-regiao/utilidades-domesticas/limpeza-de-sofa-e-estofados-804049186,R$ 100
568,Sorocaba -  SP,iPhone 11 Pro 64gb,https://sp.olx.com.br/regiao-de-sorocaba/celulares/iphone-11-pro-64gb-804049209,R$ 5.500
569,Brasília -  DF,IPhone 7 32 gb,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-32-gb-804049216,R$ 750
570,Manaus -  AM,Vendo ou troco ,https://am.olx.com.br/regiao-de-manaus/celulares/vendo-ou-troco-804049220,R$ 950
571,João Pessoa -  PB,Iphone Black 64gb,https://pb.olx.com.br/paraiba/celulares/iphone-black-64gb-804049225,R$ 2.199
572,São Gonçalo dos Campos -  BA,Vendo IPhone 7 Plus ,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/vendo-iphone-7-plus-804049249,R$ 0
573,Guaramirim -  SC,"IPhone 6s Plus,vendo ou troco",https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-6s-plus-vendo-ou-troco-804049265,R$ 1.650
574,Brasília -  DF,IPhone 5s,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-5s-804049298,R$ 230
575,Manaus -  AM,8 Plus troco por xs max e dou volta,https://am.olx.com.br/regiao-de-manaus/celulares/8-plus-troco-por-xs-max-e-dou-volta-804049341,R$ 2.800
576,Trindade -  GO,IPhone 7 128 gb,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-7-128-gb-804049346,R$ 1.600
577,Manaus -  AM,IPhone 11,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-11-804049375,R$ 4.500
578,Ipatinga -  MG,Vende-se Samsung Galaxy S10 Plus 128 GB,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/vende-se-samsung-galaxy-s10-plus-128-gb-804049389,R$ 2.800
579,Palmas -  TO,Iphone 6 16 GB para retirada de Peças ,https://to.olx.com.br/tocantins/celulares/iphone-6-16-gb-para-retirada-de-pecas-804049396,R$ 140
580,Parauapebas -  PA,Vendo ou troco iPhone SE 6s ,https://pa.olx.com.br/regiao-de-maraba/celulares/vendo-ou-troco-iphone-se-6s-804049405,R$ 700
581,Salvador -  BA,Iphone 7 plus 256 GB,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-plus-256-gb-804049422,R$ 1.650
582,Brasília -  DF,Iphone 8 64gb Dourado,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-8-64gb-dourado-804049423,R$ 2.100
583,Rio de Janeiro -  RJ,Iphone 8 ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-804049438,R$ 1.700
584,São Gonçalo do Amarante -  RN,IPhone XR 64gb,https://rn.olx.com.br/rio-grande-do-norte/videogames/iphone-xr-64gb-804049439,R$ 3.100
585,Aracaju -  SE,IPhone 6s 64gb,https://se.olx.com.br/sergipe/celulares/iphone-6s-64gb-804049457,R$ 1.100
586,Manaus -  AM,Minizinha via bluetooth - Entrega Gratis,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-via-bluetooth-entrega-gratis-804049458,R$ 35
587,Feira de Santana -  BA,iPhone 8 Plus ,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/iphone-8-plus-804049470,R$ 2.800
588,São Luís -  MA,iPhone XR 64gb,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-xr-64gb-804049479,R$ 3.350
589,São Paulo -  SP,Zenfone max plus,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/zenfone-max-plus-804049488,R$ 600
590,Natal -  RN,Iphone,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-804049491,R$ 1.850
591,Manaus -  AM,Minizinha - Entrega Grátis,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-entrega-gratis-804049507,R$ 35
592,Natal -  RN,IPhone 6s 32gb,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-6s-32gb-804049522,R$ 1.200
593,Goiânia -  GO,IPhone 8 - 64 GB,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8-64-gb-804049528,R$ 1.900
594,São Paulo -  SP,IPhone 8 plus 256 GB Original,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-plus-256-gb-original-804049543,R$ 1.600
595,Manaus -  AM,IPhone 6s gold,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-6s-gold-804049546,R$ 1.300
596,Carapicuíba -  SP,iPhone 7plus red,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7plus-red-804049558,R$ 2.200
597,São Vicente -  SP,IPhone 7 dourado 32gb,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-7-dourado-32gb-804049561,R$ 1.500
598,Aparecida de Goiânia -  GO,iPhone 6 Plus ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-6-plus-804049571,R$ 1.000
599,São Luís -  MA,Vendo iPhone 5s para retirada de peças ,https://ma.olx.com.br/regiao-de-sao-luis/celulares/vendo-iphone-5s-para-retirada-de-pecas-804049578,R$ 120
600,Betim -  MG,Troco iphone 5 em celular do meu interesse,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/troco-iphone-5-em-celular-do-meu-interesse-804049615,R$ 500
601,Cabo de Santo Agostinho -  PE,IPhone 7 Plus,https://pe.olx.com.br/grande-recife/celulares/iphone-7-plus-804049621,R$ 2.000
602,Fortaleza -  CE,IPhone 7 Plus gold 128gb,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-7-plus-gold-128gb-804049651,R$ 2.100
603,Goiânia -  GO,IPhone 8,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8-804049673,R$ 1.900
604,Bauru -  SP,IPhone 7 plus,https://sp.olx.com.br/regiao-de-bauru-e-marilia/celulares/iphone-7-plus-804049681,R$ 1.750
605,São Paulo -  SP,iPhone 7-256gb,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-256gb-804049688,R$ 1.800
606,São Luís -  MA,Iphone 7 - 128 GB,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-7-128-gb-804049089,R$ 1.700
607,Americana -  SP,IPhone 4s,https://sp.olx.com.br/grande-campinas/celulares/iphone-4s-804049108,R$ 350
608,Curitiba -  PR,Celular Iphone 4C,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/celular-iphone-4c-804049127,R$ 120
609,Abreu e Lima -  PE,Case iphones,https://pe.olx.com.br/grande-recife/celulares/case-iphones-804049133,R$ 30
610,Manaus -  AM,Vendo iPhone 8 Plus ,https://am.olx.com.br/regiao-de-manaus/celulares/vendo-iphone-8-plus-804048675,R$ 2.600
611,Porto Alegre -  RS,F r o n t a l iphone 7,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/f-r-o-n-t-a-l-iphone-7-804048729,R$ 450
612,Fortaleza -  CE,Lampada camera espia-fazemos entrega e configuração,https://ce.olx.com.br/fortaleza-e-regiao/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/lampada-camera-espia-fazemos-entrega-e-configuracao-804048742,R$ 160
613,Rio de Janeiro -  RJ,IPhone 8 Plus Claro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-claro-804048785,R$ 2.300
614,Salvador -  BA,Vendo,https://ba.olx.com.br/grande-salvador/celulares/vendo-804048848,R$ 750
615,Cubatão -  SP,iPhone 6 !! Precinho vem nele$$,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-6-precinho-vem-nele-804048861,R$ 580
616,Manaus -  AM,IPhone XR 128gb,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-xr-128gb-804048867,R$ 3.200
617,Londrina -  PR,IPhone SE 16gb - usado com nota fiscal e caixa.,https://pr.olx.com.br/regiao-de-londrina/celulares/iphone-se-16gb-usado-com-nota-fiscal-e-caixa-804048921,R$ 350
618,Recife -  PE,iPhone 7 128GB,https://pe.olx.com.br/grande-recife/celulares/iphone-7-128gb-804048925,R$ 1.700
619,São Paulo -  SP,iPhone 5 c funcionando,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-5-c-funcionando-804048934,R$ 150
620,São Paulo -  SP,Iphone 6S,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-804048966,R$ 300
621,João Pessoa -  PB,iPhone 5s,https://pb.olx.com.br/paraiba/celulares/iphone-5s-804048969,R$ 350
622,Brasília -  DF,IPhone X preço de black friday Face ID ok,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-x-preco-de-black-friday-face-id-ok-804048979,R$ 2.800
623,São Paulo -  SP,IPhone 11 128GB novo lacrado com NF e garantia Apple por 1 ano,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-11-128gb-novo-lacrado-com-nf-e-garantia-apple-por-1-ano-804049010,R$ 3.600
624,Fortaleza -  CE,Carregador Iphone Lelong Produto Novo Entrega Grátis,https://ce.olx.com.br/fortaleza-e-regiao/eletrodomesticos/carregador-iphone-lelong-produto-novo-entrega-gratis-804049039,R$ 40
625,João Pessoa -  PB,iPhone 5s,https://pb.olx.com.br/paraiba/celulares/iphone-5s-804049046,R$ 350
626,São Paulo -  SP,iPhone,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-804049071,R$ 1.300
627,Manaus -  AM,Minizinha,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-804048397,R$ 35
628,Salvador -  BA,iPhone XS Max 64Gb zerinho vitrine!,https://ba.olx.com.br/grande-salvador/celulares/iphone-xs-max-64gb-zerinho-vitrine-804048405,R$ 4.000
629,Fortaleza -  CE,IPhone 7 Plus gold 128gb,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-7-plus-gold-128gb-804048406,R$ 2.100
630,São José dos Pinhais -  PR,IPhone 6,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-6-804048438,R$ 649
631,Manaus -  AM,Xiaomi Redmi Note 8,https://am.olx.com.br/regiao-de-manaus/celulares/xiaomi-redmi-note-8-804048462,R$ 1.400
632,Curitiba -  PR,4k mais my family cinema entrego instalado Curitiba e região ,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/audio-tv-video-e-fotografia/4k-mais-my-family-cinema-entrego-instalado-curitiba-e-regiao-804048468,R$ 649
633,João Pessoa -  PB,Suporte para celular articulado pescoço de ganso-entregamos em domicílio ,https://pb.olx.com.br/paraiba/celulares/suporte-para-celular-articulado-pescoco-de-ganso-entregamos-em-domicilio-804048480,R$ 40
634,Goiânia -  GO,iPhone XR ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-xr-804048481,R$ 3.000
635,Rio de Janeiro -  RJ,Chegaram ??,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/chegaram-804048488,R$ 1.400
636,Teresina -  PI,IPhone XR 128gb Novo Lacrado,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/celulares/iphone-xr-128gb-novo-lacrado-804048499,R$ 3.850
637,Blumenau -  SC,IPhone 7 ,https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-7-804048515,R$ 1.700
638,Sorocaba -  SP,Relógio Smartwatch P70 Rose (Duas pulseiras),https://sp.olx.com.br/regiao-de-sorocaba/bijouteria-relogios-e-acessorios/relogio-smartwatch-p70-rose-duas-pulseiras-804048523,R$ 220
639,João Pessoa -  PB,IPhone 5s,https://pb.olx.com.br/paraiba/celulares/iphone-5s-804048534,R$ 350
640,Igarassu -  PE,iPhone Xr,https://pe.olx.com.br/grande-recife/celulares/iphone-xr-804048538,R$ 3.000
641,Manaus -  AM,iPhone 6,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-6-804048541,R$ 900
642,Boa Vista -  RR,Iphone 5s *Retirar Peças,https://rr.olx.com.br/roraima/celulares/iphone-5s-retirar-pecas-804048552,R$ 150
643,Natal -  RN,Silicone Casa para iphone 7/8,https://rn.olx.com.br/rio-grande-do-norte/celulares/silicone-casa-para-iphone-7-8-804048599,R$ 35
644,Brasília -  DF,IPhone SE 64gb,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-se-64gb-804048617,R$ 650
645,Santa Luzia -  MG,Iphone 8 64 gb,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-8-64-gb-804048648,R$ 2.600
646,São José -  SC,Moto G7 plus(polar),https://sc.olx.com.br/florianopolis-e-regiao/celulares/moto-g7-plus-polar-804048653,R$ 750
647,Cuiabá -  MT,IPhone 8 Plus 64 gigas Rose,https://mt.olx.com.br/regiao-de-cuiaba/celulares/iphone-8-plus-64-gigas-rose-804048385,R$ 3.000
648,Salvador -  BA,Fone apple para iPhone ,https://ba.olx.com.br/grande-salvador/celulares/fone-apple-para-iphone-804048310,R$ 60
649,Rio de Janeiro -  RJ,IPhone 6s plus 128gb com acessórios,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-128gb-com-acessorios-804048280,R$ 1.200
650,Amajari -  RR,IPhone 6s,https://rr.olx.com.br/roraima/celulares/iphone-6s-804048273,R$ 1.300
651,Maceió -  AL,iPhone Xr impecável top,https://al.olx.com.br/alagoas/celulares/iphone-xr-impecavel-top-804048213,R$ 3.200
652,João Pessoa -  PB,iPhone 8 Plus extra,https://pb.olx.com.br/paraiba/celulares/iphone-8-plus-extra-804048189,R$ 2.950
653,Aquiraz -  CE,IPhone XR 64gb,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-xr-64gb-804048140,R$ 3.300
654,Limeira -  SP,Câmera traseira do iPhone 6s,https://sp.olx.com.br/grande-campinas/celulares/camera-traseira-do-iphone-6s-804048123,R$ 120
655,Serra -  ES,iPhone 7 rose 32gb,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-7-rose-32gb-804048112,R$ 1.450
656,Rio de Janeiro -  RJ,Caixa de Som Phillips Ipad/Itouch,https://rj.olx.com.br/rio-de-janeiro-e-regiao/hobbies-e-colecoes/caixa-de-som-phillips-ipad-itouch-804048117,R$ 45
657,Rio de Janeiro -  RJ,Máquina de sorvete ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/maquina-de-sorvete-804048099,R$ 8.500
658,Belo Horizonte -  MG,IPhone 7 32gb Rosê,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-7-32gb-rose-804048095,R$ 1.400
659,Belo Horizonte -  MG,Iphone 7 RED 128gb,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-7-red-128gb-804048034,R$ 1.400
660,Uberlândia -  MG,iPhone 6 troco ou vendo ,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/computadores-e-acessorios/iphone-6-troco-ou-vendo-804048002,R$ 650
661,Natal -  RN,Cases iPhone,https://rn.olx.com.br/rio-grande-do-norte/celulares/cases-iphone-804047997,R$ 30
662,Feira de Santana -  BA,Celular Moto G7 play,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/celular-moto-g7-play-804047991,R$ 700
663,João Pessoa -  PB,iPhone 5 s16gb ,https://pb.olx.com.br/paraiba/celulares/iphone-5-s16gb-804047964,R$ 460
664,Palhoça -  SC,IPhone 5c,https://sc.olx.com.br/florianopolis-e-regiao/celulares/iphone-5c-804047956,R$ 420
665,Belo Horizonte -  MG,IPhone xr 64 gb,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-xr-64-gb-804047931,R$ 3.200
666,Fortaleza -  CE,Iphone 7  preto  gb  32,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-7-preto-gb-32-804047864,R$ 1.550
667,Rio de Janeiro -  RJ,IPhone XR 128gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-xr-128gb-804047842,R$ 3.800
668,Candói -  PR,IPhone 7,https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/celulares/iphone-7-804050101,R$ 1.700
669,Brasília -  DF,IPhone 7 promoção !!!! 128gb muito novinho ,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-promocao-128gb-muito-novinho-804049877,R$ 1.520
670,Apucarana -  PR,Troco xaiomi 8A por iPhone 6s 32 GB pra cima,https://pr.olx.com.br/regiao-de-londrina/celulares/troco-xaiomi-8a-por-iphone-6s-32-gb-pra-cima-804049893,R$ 700
671,São Paulo -  SP,iPhone 8 Plus Branco ,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-plus-branco-804049705,R$ 2.800
672,João Pessoa -  PB,Vendo iphone 7 - 256 gb,https://pb.olx.com.br/paraiba/celulares/vendo-iphone-7-256-gb-804049467,R$ 2.100
673,Taubaté -  SP,Celular,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/celulares/celular-804049603,R$ 500
674,Rio de Janeiro -  RJ,Lote com 50 capas de celulares,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lote-com-50-capas-de-celulares-804047812,R$ 550
675,Araucária -  PR,Ventilador,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/eletrodomesticos/ventilador-804047784,R$ 199
676,São Caetano do Sul -  SP,iPhone 6 plus,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-plus-804048674,R$ 500
677,Feira Nova -  PE,iPhone 8 plus ,https://pe.olx.com.br/grande-recife/celulares/iphone-8-plus-804048775,R$ 2.900
678,Boa Vista -  RR,Iphone 6 64gb ,https://rr.olx.com.br/roraima/celulares/iphone-6-64gb-804048661,R$ 750
679,Cuiabá -  MT,iPhone 5C Leia o Anuncio,https://mt.olx.com.br/regiao-de-cuiaba/celulares/iphone-5c-leia-o-anuncio-804047637,R$ 230
680,Marília -  SP,IPhone 6s,https://sp.olx.com.br/regiao-de-bauru-e-marilia/celulares/iphone-6s-804047629,R$ 1.000
681,Salvador -  BA,iPhone 7 128gb rosa todo bom menor valor vim pegar ,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-128gb-rosa-todo-bom-menor-valor-vim-pegar-804047623,R$ 1.399
682,Ribeirão Preto -  SP,iPhone X 256gb muito novo ,https://sp.olx.com.br/regiao-de-ribeirao-preto/celulares/iphone-x-256gb-muito-novo-804047594,R$ 3.000
683,Jussara -  GO,IPhone 7 128Gb ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-7-128gb-804047521,R$ 1.500
684,São Paulo -  SP,Iphone 6 plus 128 gb,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-plus-128-gb-804047489,R$ 1.350
685,Belém -  PA,Iphone 5s troco com volta ou vendo ,https://pa.olx.com.br/regiao-de-belem/celulares/iphone-5s-troco-com-volta-ou-vendo-804047476,R$ 550
686,Santa Bárbara -  BA,Iphone 7,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/iphone-7-804047467,R$ 2.500
687,Santo André -  SP,iPhone 6s Plus venda rápida ,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-plus-venda-rapida-804047472,R$ 1.200
688,Rio de Janeiro -  RJ,Mesa de som 8 canais Oneal,https://rj.olx.com.br/rio-de-janeiro-e-regiao/audio-tv-video-e-fotografia/mesa-de-som-8-canais-oneal-804047463,R$ 300
689,Birigüi -  SP,IPhone 7 128GB ZERADO,https://sp.olx.com.br/regiao-de-presidente-prudente/celulares/iphone-7-128gb-zerado-804047464,R$ 1.800
690,Recife -  PE,iPhone 8 ,https://pe.olx.com.br/grande-recife/celulares/iphone-8-804047458,R$ 2.000
691,Manaus -  AM,Carregador e fone da Apple,https://am.olx.com.br/regiao-de-manaus/celulares/carregador-e-fone-da-apple-804047435,R$ 400
